//X	Y	Z	Deviation[]	Amplitude[dB]	Reflectance[dB]
-5.911749840	19.090250015	-0.949750006	2.0000000000	25.0000000000	-6.7800002098
-5.909749985	19.091249466	-0.949999988	2.0000000000	25.2299995422	-6.5500001907
-5.907999992	19.091249466	-0.952000022	2.0000000000	25.1100006104	-6.6700000763
-5.909500122	19.093500137	-0.951749980	2.0000000000	25.6800003052	-6.0999999046
-5.908500195	19.091999054	-0.949500024	2.0000000000	25.2199993134	-6.5599999428
-5.908999920	19.093250275	-0.948249996	1.0000000000	25.5400009155	-6.2399997711
-5.907000065	19.093500137	-0.952000022	2.0000000000	25.7099990845	-6.0700001717
-5.907750130	19.092750549	-0.950250030	2.0000000000	25.5599994659	-6.2199997902
-5.907750130	19.094499588	-0.950250030	4.0000000000	25.0799999237	-6.6999998093
-5.906000137	19.093999863	-0.950749993	3.0000000000	25.4200000763	-6.3600001335
-5.907000065	19.093500137	-0.948499978	4.0000000000	25.5000000000	-6.2800002098
-5.907000065	19.094499588	-0.948750019	1.0000000000	25.8500003815	-5.9299998283
-5.904749870	19.094999313	-0.949750006	3.0000000000	25.0499992371	-6.7300000191
-5.911749840	19.089500427	-0.947749972	2.0000000000	25.1700000763	-6.6100001335
-5.908249855	19.089000702	-0.947499990	0.0000000000	20.5499992371	-6.9400000572
-5.909749985	19.089500427	-0.946749985	3.0000000000	25.2800006866	-6.5000000000
-5.910500050	19.091749191	-0.948000014	4.0000000000	25.1900005341	-6.5900001526
-5.909999847	19.090499878	-0.946250021	1.0000000000	25.5300006866	-6.2500000000
-5.912000179	19.088249207	-0.944750011	1.0000000000	25.4599990845	-6.3200001717
-5.910250187	19.091249466	-0.944750011	2.0000000000	25.8799991608	-5.9000000954
-5.904500008	19.088249207	-0.946500003	1.0000000000	13.9799995422	-6.7300000191
-5.907499790	19.090499878	-0.947499990	3.0000000000	25.2900009155	-6.4899997711
-5.907999992	19.091249466	-0.947000027	2.0000000000	25.2800006866	-6.5000000000
-5.907999992	19.091499329	-0.944750011	2.0000000000	24.7800006866	-7.0000000000
-5.908750057	19.093500137	-0.944999993	0.0000000000	25.5599994659	-6.2199997902
-5.906750202	19.093250275	-0.947000027	1.0000000000	25.6000003815	-6.1799998283
-5.905250072	19.095750809	-0.947499990	1.0000000000	25.1599998474	-6.6199998856
-5.907000065	19.093250275	-0.945999980	4.0000000000	25.2199993134	-6.5599999428
-5.907249928	19.094749451	-0.945500016	2.0000000000	25.1499996185	-6.6300001144
-5.904749870	19.095249176	-0.945500016	3.0000000000	25.3199996948	-6.4600000381
-5.907000065	19.097749710	-0.952000022	4.0000000000	24.5900001526	-7.1900000572
-5.905250072	19.096500397	-0.950749993	2.0000000000	24.2099990845	-7.5700001717
-5.906499863	19.097249985	-0.948750019	4.0000000000	25.0900001526	-6.6900000572
-5.905000210	19.099250793	-0.949000001	1.0000000000	24.8799991608	-6.9000000954
-5.904500008	19.097999573	-0.947250009	1.0000000000	25.1700000763	-6.6100001335
-5.905749798	19.096250534	-0.945749998	2.0000000000	25.2500000000	-6.5300002098
-5.904250145	19.097749710	-0.945749998	2.0000000000	25.0900001526	-6.6900000572
-5.901249886	19.096750259	-0.958750010	3.0000000000	25.9400005341	-5.8400001526
-5.903500080	19.098249435	-0.957499981	2.0000000000	26.1299991608	-5.6500000954
-5.901750088	19.099750519	-0.957750022	3.0000000000	25.9300003052	-5.8499999046
-5.901500225	19.098249435	-0.956499994	3.0000000000	25.9699993134	-5.8099999428
-5.900499821	19.099750519	-0.956749976	4.0000000000	25.4599990845	-6.3200001717
-5.899250031	19.099000931	-0.958999991	2.0000000000	25.9099998474	-5.8699998856
-5.898499966	19.096250534	-0.958000004	0.0000000000	15.8999996185	-7.5300002098
-5.899250031	19.099250793	-0.956749976	2.0000000000	25.8999996185	-5.8800001144
-5.903749943	19.100500107	-0.958750010	5.0000000000	25.8500003815	-5.9299998283
-5.901249886	19.100000381	-0.959500015	4.0000000000	25.8400001526	-5.9400000572
-5.898499966	19.100250244	-0.959999979	5.0000000000	25.5100002289	-6.2699999809
-5.899750233	19.100500107	-0.958249986	1.0000000000	25.5599994659	-6.2199997902
-5.897999763	19.100999832	-0.959999979	2.0000000000	25.9599990845	-5.8200001717
-5.897999763	19.101999283	-0.958500028	2.0000000000	25.7199993134	-6.0599999428
-5.898499966	19.100500107	-0.957249999	4.0000000000	25.8799991608	-5.9000000954
-5.897749901	19.100500107	-0.958000004	1.0000000000	25.6900005341	-6.0900001526
-5.897250175	19.103000641	-0.957249999	2.0000000000	25.8199996948	-5.9600000381
-5.903999805	19.097749710	-0.955500007	2.0000000000	24.9699993134	-6.8099999428
-5.901999950	19.098249435	-0.955749989	4.0000000000	25.4799995422	-6.3000001907
-5.903250217	19.096500397	-0.953249991	1.0000000000	24.9200000763	-6.8600001335
-5.901249886	19.097000122	-0.953750014	5.0000000000	25.5499992371	-6.2300000191
-5.899250031	19.099250793	-0.954750001	3.0000000000	26.3999996185	-5.3800001144
-5.898499966	19.098249435	-0.952499986	5.0000000000	26.1900005341	-5.5900001526
-5.896749973	19.099250793	-0.953249991	1.0000000000	26.2000007629	-5.5799999237
-5.901999950	19.100250244	-0.954500020	3.0000000000	25.1399993896	-6.6399998665
-5.903749943	19.100500107	-0.952499986	1.0000000000	24.7299995422	-7.0500001907
-5.901500225	19.101249695	-0.953249991	3.0000000000	25.2399997711	-6.5399999619
-5.899499893	19.100250244	-0.954999983	3.0000000000	25.4899997711	-6.2899999619
-5.897500038	19.100250244	-0.955749989	1.0000000000	25.8500003815	-5.9299998283
-5.896999836	19.100500107	-0.955500007	3.0000000000	26.0699996948	-5.7100000381
-5.899250031	19.101499557	-0.953499973	5.0000000000	25.9699993134	-5.8099999428
-5.897500038	19.100500107	-0.952250004	3.0000000000	26.0799999237	-5.6999998093
-5.896999836	19.102249146	-0.953999996	3.0000000000	25.8799991608	-5.9000000954
-5.894999981	19.099750519	-0.958500028	4.0000000000	25.5200004578	-6.2600002289
-5.892499924	19.101249695	-0.959249973	3.0000000000	26.5400009155	-5.2399997711
-5.895999908	19.102500916	-0.958750010	3.0000000000	25.5400009155	-6.2399997711
-5.892749786	19.101999283	-0.959500015	3.0000000000	25.6499996185	-6.1300001144
-5.892499924	19.101249695	-0.957000017	2.0000000000	26.4799995422	-5.3000001907
-5.894499779	19.103000641	-0.957750022	4.0000000000	25.4099998474	-6.3699998856
-5.890749931	19.101749420	-0.958750010	6.0000000000	26.2099990845	-5.5700001717
-5.890500069	19.101999283	-0.959749997	1.0000000000	27.1800003052	-4.5999999046
-5.890749931	19.103000641	-0.959999979	4.0000000000	26.7999992371	-4.9800000191
-5.888999939	19.103000641	-0.959999979	3.0000000000	26.1499996185	-5.6300001144
-5.890500069	19.102249146	-0.957249999	0.0000000000	26.7900009155	-4.9899997711
-5.890999794	19.103500366	-0.956749976	6.0000000000	26.8299999237	-4.9499998093
-5.889249802	19.103750229	-0.957499981	1.0000000000	25.7900009155	-5.9899997711
-5.888750076	19.103750229	-0.957249999	4.0000000000	26.7000007629	-5.0799999237
-5.894000053	19.097499847	-0.955500007	1.0000000000	21.1200008392	-6.3699998856
-5.895750046	19.101249695	-0.955749989	4.0000000000	25.6200008392	-6.1599998474
-5.892250061	19.100999832	-0.954750001	1.0000000000	26.5400009155	-5.2399997711
-5.895999908	19.102750778	-0.955749989	3.0000000000	25.8600006104	-5.9200000763
-5.894750118	19.103250504	-0.954500020	2.0000000000	25.7000007629	-6.0799999237
-5.894000053	19.103750229	-0.955999970	1.0000000000	25.2399997711	-6.5399999619
-5.895249844	19.100250244	-0.953750014	4.0000000000	26.0799999237	-5.6999998093
-5.894750118	19.100749969	-0.952750027	2.0000000000	25.9500007629	-5.8299999237
-5.892250061	19.100999832	-0.952499986	2.0000000000	25.9500007629	-5.8299999237
-5.893499851	19.102750778	-0.953000009	2.0000000000	26.4099998474	-5.3699998856
-5.890500069	19.101999283	-0.954999983	1.0000000000	26.8600006104	-4.9200000763
-5.888999939	19.103500366	-0.955250025	0.0000000000	26.2299995422	-5.5500001907
-5.890999794	19.103250504	-0.952250004	3.0000000000	25.9200000763	-5.8600001335
-5.902750015	19.092750549	-0.947250009	4.0000000000	20.6399993896	-6.8499999046
-5.903999805	19.093000412	-0.947749972	5.0000000000	25.6399993896	-6.1399998665
-5.901999950	19.094749451	-0.944249988	1.0000000000	16.8099994659	-6.6199998856
-5.903250217	19.096750259	-0.951250017	1.0000000000	25.3199996948	-6.4600000381
-5.901999950	19.097000122	-0.951250017	2.0000000000	16.2800006866	-7.1500000954
-5.903999805	19.099250793	-0.950999975	1.0000000000	24.5799999237	-7.1999998093
-5.901999950	19.098499298	-0.951250017	1.0000000000	25.2999992371	-6.4800000191
-5.903749943	19.097499847	-0.948750019	2.0000000000	25.1299991608	-6.6500000954
-5.901249886	19.097000122	-0.949249983	1.0000000000	25.0599994659	-6.7199997902
-5.902500153	19.099750519	-0.949249983	1.0000000000	25.5200004578	-6.2600002289
-5.897749901	19.097000122	-0.950250030	4.0000000000	25.9899997711	-5.7899999619
-5.896749973	19.099000931	-0.950999975	2.0000000000	26.2600002289	-5.5199999809
-5.899750233	19.098749161	-0.948249996	5.0000000000	25.7900009155	-5.9899997711
-5.896999836	19.099750519	-0.948750019	0.0000000000	26.1599998474	-5.6199998856
-5.902249813	19.100000381	-0.951250017	1.0000000000	24.8700008392	-6.9099998474
-5.900750160	19.100749969	-0.949750006	1.0000000000	25.3999996185	-6.3800001144
-5.900000095	19.100250244	-0.951749980	2.0000000000	25.2299995422	-6.5500001907
-5.898250103	19.101249695	-0.950250030	0.0000000000	25.6100006104	-6.1700000763
-5.896999836	19.103000641	-0.950250030	2.0000000000	26.1100006104	-5.6700000763
-5.898499966	19.100500107	-0.948499978	3.0000000000	25.4899997711	-6.2899999619
-5.896500111	19.101499557	-0.949000001	3.0000000000	26.0499992371	-5.7300000191
-5.903749943	19.097249985	-0.946749985	1.0000000000	25.2099990845	-6.5700001717
-5.900750160	19.096750259	-0.946500003	1.0000000000	25.3899993896	-6.3899998665
-5.901249886	19.097499847	-0.946749985	3.0000000000	25.4799995422	-6.3000001907
-5.902249813	19.098749161	-0.947749972	5.0000000000	25.7800006866	-6.0000000000
-5.901750088	19.097499847	-0.944500029	2.0000000000	26.4699993134	-5.3099999428
-5.901249886	19.099750519	-0.944500029	1.0000000000	25.5599994659	-6.2199997902
-5.899250031	19.099500656	-0.947499990	3.0000000000	26.0300006866	-5.7500000000
-5.896999836	19.099750519	-0.946500003	1.0000000000	26.9799995422	-4.8000001907
-5.899000168	19.099000931	-0.945249975	1.0000000000	26.9200000763	-4.8600001335
-5.896500111	19.098499298	-0.944249988	3.0000000000	27.2299995422	-4.5500001907
-5.900249958	19.100500107	-0.946749985	1.0000000000	25.7299995422	-6.0500001907
-5.897500038	19.100250244	-0.947250009	1.0000000000	25.7999992371	-5.9800000191
-5.896249771	19.101999283	-0.947499990	2.0000000000	26.2800006866	-5.5000000000
-5.900000095	19.101999283	-0.944750011	1.0000000000	26.2399997711	-5.5399999619
-5.897999763	19.102750778	-0.945249975	2.0000000000	26.6900005341	-5.0900001526
-5.895249844	19.097999573	-0.949000001	0.0000000000	20.8400001526	-6.6500000954
-5.895249844	19.100250244	-0.951749980	3.0000000000	25.8799991608	-5.9000000954
-5.894249916	19.102750778	-0.950999975	3.0000000000	26.2700004578	-5.5100002289
-5.895500183	19.100999832	-0.948750019	3.0000000000	26.2399997711	-5.5399999619
-5.893499851	19.103000641	-0.949750006	5.0000000000	25.5300006866	-6.2500000000
-5.891499996	19.102500916	-0.951749980	2.0000000000	26.4899997711	-5.2899999619
-5.888500214	19.102249146	-0.950999975	1.0000000000	26.0000000000	-5.7800002098
-5.891250134	19.103750229	-0.949750006	3.0000000000	25.5400009155	-6.2399997711
-5.891250134	19.102500916	-0.948499978	4.0000000000	25.7399997711	-6.0399999619
-5.888500214	19.102750778	-0.948249996	1.0000000000	25.7900009155	-5.9899997711
-5.894750118	19.099750519	-0.944500029	6.0000000000	27.0699996948	-4.7100000381
-5.895500183	19.101249695	-0.946500003	2.0000000000	26.9599990845	-4.8200001717
-5.893750191	19.102500916	-0.948000014	2.0000000000	26.5499992371	-5.2300000191
-5.893499851	19.103000641	-0.947499990	2.0000000000	26.0200004578	-5.7600002289
-5.894750118	19.101499557	-0.945999980	3.0000000000	26.6299991608	-5.1500000954
-5.892749786	19.100999832	-0.944750011	3.0000000000	26.5499992371	-5.2300000191
-5.893249989	19.103750229	-0.945999980	3.0000000000	25.8099994659	-5.9699997902
-5.888999939	19.102249146	-0.946250021	0.0000000000	20.8700008392	-6.6199998856
-5.891250134	19.101999283	-0.944750011	1.0000000000	16.6599998474	-6.7699999809
-5.891499996	19.103250504	-0.944999993	3.0000000000	25.3299999237	-6.4499998093
-5.889500141	19.103500366	-0.945249975	2.0000000000	25.0300006866	-6.7500000000
-5.919000149	19.074249268	-0.941500008	3.0000000000	24.3099994659	-7.4699997902
-5.915999889	19.074249268	-0.942749977	5.0000000000	17.4799995422	-5.9600000381
-5.919750214	19.077749252	-0.943250000	2.0000000000	24.6000003815	-7.1799998283
-5.916999817	19.076999664	-0.943750024	5.0000000000	24.5900001526	-7.1900000572
-5.916749954	19.079250336	-0.942749977	1.0000000000	24.5400009155	-7.2399997711
-5.918749809	19.078250885	-0.941999972	2.0000000000	24.4699993134	-7.3099999428
-5.916500092	19.079250336	-0.941999972	2.0000000000	25.0200004578	-6.7600002289
-5.919250011	19.074249268	-0.939750016	0.0000000000	23.8899993896	-7.8899998665
-5.919750214	19.075000763	-0.937250018	2.0000000000	24.1100006104	-7.6700000763
-5.919499874	19.077749252	-0.939750016	1.0000000000	24.3299999237	-7.4499998093
-5.919000149	19.077499390	-0.938250005	5.0000000000	24.1800003052	-7.5999999046
-5.918749809	19.078500748	-0.939750016	1.0000000000	24.4200000763	-7.3600001335
-5.918499947	19.077499390	-0.937500000	4.0000000000	24.1100006104	-7.6700000763
-5.916999817	19.079250336	-0.938000023	1.0000000000	24.5100002289	-7.2699999809
-5.914500237	19.076000214	-0.939249992	3.0000000000	21.3700008392	-6.1199998856
-5.916500092	19.080749512	-0.944000006	3.0000000000	25.1800003052	-6.5999999046
-5.916250229	19.082500458	-0.942499995	0.0000000000	24.6200008392	-7.1599998474
-5.919750214	19.079999924	-0.941250026	1.0000000000	24.5900001526	-7.1900000572
-5.917250156	19.079999924	-0.940249979	2.0000000000	24.8700008392	-6.9099998474
-5.915500164	19.081249237	-0.942250013	1.0000000000	25.2299995422	-6.5500001907
-5.914999962	19.082750320	-0.944000006	1.0000000000	25.0599994659	-6.7199997902
-5.913499832	19.082500458	-0.942749977	2.0000000000	24.7800006866	-7.0000000000
-5.915750027	19.079999924	-0.940249979	1.0000000000	24.7700004578	-7.0100002289
-5.915249825	19.080749512	-0.940500021	2.0000000000	25.0699996948	-6.7100000381
-5.915249825	19.083250046	-0.940500021	4.0000000000	24.9300003052	-6.8499999046
-5.913000107	19.082250595	-0.940500021	1.0000000000	25.0200004578	-6.7600002289
-5.914000034	19.085250854	-0.944000006	2.0000000000	25.2199993134	-6.5599999428
-5.913249969	19.085250854	-0.943250000	1.0000000000	17.3799991608	-6.0599999428
-5.912250042	19.084499359	-0.942499995	0.0000000000	25.5799999237	-6.1999998093
-5.913249969	19.086750031	-0.943250000	2.0000000000	24.9899997711	-6.7899999619
-5.915249825	19.085250854	-0.941999972	1.0000000000	25.3199996948	-6.4600000381
-5.914249897	19.085500717	-0.940750003	2.0000000000	25.2099990845	-6.5700001717
-5.912749767	19.087249756	-0.940999985	2.0000000000	25.7000007629	-6.0799999237
-5.918499947	19.080249786	-0.939750016	5.0000000000	24.4699993134	-7.3099999428
-5.918000221	19.080249786	-0.938250005	2.0000000000	24.3700008392	-7.4099998474
-5.919000149	19.080249786	-0.936249971	2.0000000000	23.9699993134	-7.8099999428
-5.918499947	19.083499908	-0.936249971	1.0000000000	24.2900009155	-7.4899997711
-5.915500164	19.080499649	-0.939000010	2.0000000000	24.7999992371	-6.9800000191
-5.914249897	19.082750320	-0.939249992	3.0000000000	24.6299991608	-7.1500000954
-5.913000107	19.083749771	-0.938750029	4.0000000000	21.7500000000	-5.7399997711
-5.915999889	19.082000732	-0.937749982	3.0000000000	24.6200008392	-7.1599998474
-5.915249825	19.083000183	-0.936749995	1.0000000000	24.0900001526	-7.6900000572
-5.913750172	19.083000183	-0.938000023	3.0000000000	24.9799995422	-6.8000001907
-5.912250042	19.083999634	-0.939750016	1.0000000000	24.9400005341	-6.8400001526
-5.914249897	19.084749222	-0.936999977	2.0000000000	24.2600002289	-7.5199999809
-5.910250187	19.082000732	-0.941999972	2.0000000000	24.7299995422	-7.0500001907
-5.911499977	19.087749481	-0.942749977	2.0000000000	25.1000003815	-6.6799998283
-5.910999775	19.086750031	-0.940999985	2.0000000000	24.5300006866	-7.2500000000
-5.905250072	19.087749481	-0.940750003	0.0000000000	22.1000003815	-5.3899998665
-5.911499977	19.083499908	-0.936999977	3.0000000000	24.9799995422	-6.8000001907
-5.908999920	19.082750320	-0.936999977	4.0000000000	14.4399995804	-5.8299999237
-5.912000179	19.084999084	-0.939000010	2.0000000000	24.4899997711	-7.2899999619
-5.911499977	19.086000443	-0.939750016	1.0000000000	25.0900001526	-6.6900000572
-5.910500050	19.086500168	-0.938499987	2.0000000000	25.2500000000	-6.5300002098
-5.910250187	19.085750580	-0.936249971	3.0000000000	25.6399993896	-6.1399998665
-5.910250187	19.086999893	-0.937749982	1.0000000000	24.9099998474	-6.8699998856
-5.910250187	19.086000443	-0.936249971	2.0000000000	24.9300003052	-6.8499999046
-5.918499947	19.073499680	-0.935500026	4.0000000000	24.8299999237	-6.9499998093
-5.919499874	19.075750351	-0.934750021	2.0000000000	24.4599990845	-7.3200001717
-5.918250084	19.072750092	-0.933250010	4.0000000000	25.2600002289	-6.5199999809
-5.919000149	19.078750610	-0.935249984	2.0000000000	24.2099990845	-7.5700001717
-5.918749809	19.079250336	-0.934750021	1.0000000000	23.6900005341	-8.0900001526
-5.919750214	19.077999115	-0.933000028	3.0000000000	24.0900001526	-7.6900000572
-5.918499947	19.078250885	-0.932749987	3.0000000000	24.4500007629	-7.3299999237
-5.917250156	19.078500748	-0.933749974	3.0000000000	23.7399997711	-8.0399999619
-5.915999889	19.076499939	-0.933250010	0.0000000000	21.2500000000	-6.2399997711
-5.920000076	19.073249817	-0.931249976	4.0000000000	26.6000003815	-5.1799998283
-5.919000149	19.074249268	-0.930750012	1.0000000000	24.6599998474	-7.1199998856
-5.919499874	19.072000504	-0.929750025	2.0000000000	26.1200008392	-5.6599998474
-5.920000076	19.072750092	-0.928499997	1.0000000000	24.7700004578	-7.0100002289
-5.918749809	19.074499130	-0.930000007	3.0000000000	24.4200000763	-7.3600001335
-5.919750214	19.077499390	-0.931249976	1.0000000000	24.4099998474	-7.3699998856
-5.917250156	19.077499390	-0.931750000	2.0000000000	24.1100006104	-7.6700000763
-5.917250156	19.076250076	-0.930750012	4.0000000000	24.3700008392	-7.4099998474
-5.918749809	19.078250885	-0.931999981	0.0000000000	17.4799995422	-5.9600000381
-5.916500092	19.079250336	-0.931249976	3.0000000000	24.3600006104	-7.4200000763
-5.916500092	19.079500198	-0.930249989	1.0000000000	24.3299999237	-7.4499998093
