//X	Y	Z	Deviation[]	Amplitude[dB]	Reflectance[dB]
-5.933000088	19.058750153	-1.168249965	2.0000000000	23.9500007629	-7.8299999237
-5.931749821	19.057500839	-1.171000004	0.0000000000	20.9500007629	-6.5399999619
-5.931000233	19.058000565	-1.171000004	4.0000000000	24.0599994659	-7.7199997902
-5.929749966	19.058500290	-1.171249986	2.0000000000	24.0100002289	-7.7699999809
-5.932250023	19.061250687	-1.172000051	3.0000000000	23.8400001526	-7.9400000572
-5.934249878	19.059999466	-1.169499993	1.0000000000	16.7199993134	-6.7199997902
-5.933249950	19.060499191	-1.168750048	1.0000000000	23.8199996948	-7.9600000381
-5.931000233	19.062000275	-1.170750022	3.0000000000	24.5900001526	-7.1900000572
-5.931250095	19.059999466	-1.168750048	2.0000000000	24.8600006104	-6.9200000763
-5.928750038	19.060499191	-1.168249965	4.0000000000	15.8999996185	-7.5399999619
-5.930749893	19.062999725	-1.169000030	1.0000000000	24.6700000763	-7.1100001335
-5.927750111	19.061750412	-1.174250007	3.0000000000	19.4099998474	-8.0799999237
-5.932000160	19.064500809	-1.175500035	1.0000000000	24.1499996185	-7.6300001144
-5.930500031	19.065500259	-1.175999999	1.0000000000	24.3700008392	-7.4099998474
-5.928750038	19.065750122	-1.175999999	1.0000000000	24.0499992371	-7.7300000191
-5.929249763	19.065750122	-1.174499989	3.0000000000	23.9099998474	-7.8699998856
-5.929999828	19.064250946	-1.172749996	2.0000000000	23.4799995422	-8.3000001907
-5.929749966	19.065250397	-1.172500014	2.0000000000	23.4799995422	-8.3000001907
-5.928750038	19.065999985	-1.173249960	0.0000000000	24.1299991608	-7.6500000954
-5.928500175	19.066999435	-1.172749996	1.0000000000	24.0000000000	-7.7800002098
-5.929749966	19.068750381	-1.175999999	2.0000000000	24.3500003815	-7.4299998283
-5.928249836	19.069999695	-1.175500035	2.0000000000	16.5699996948	-6.8699998856
-5.928500175	19.069250107	-1.174000025	3.0000000000	24.6100006104	-7.1700000763
-5.930500031	19.064750671	-1.170250058	2.0000000000	23.4699993134	-8.3100004196
-5.929749966	19.064500809	-1.171000004	1.0000000000	23.5900001526	-8.1899995804
-5.929249763	19.066749573	-1.171000004	2.0000000000	23.9799995422	-7.8000001907
-5.929249763	19.067750931	-1.171000004	1.0000000000	24.1000003815	-7.6799998283
-5.929999828	19.065999985	-1.169000030	0.0000000000	23.5900001526	-8.1899995804
-5.929249763	19.066749573	-1.168499947	0.0000000000	24.2099990845	-7.5700001717
-5.928249836	19.069999695	-1.171249986	3.0000000000	24.6700000763	-7.1100001335
-5.928999901	19.068500519	-1.169250011	4.0000000000	24.7199993134	-7.0599999428
-5.928500175	19.069000244	-1.169749975	1.0000000000	24.2600002289	-7.5199999809
-5.927249908	19.066999435	-1.172250032	0.0000000000	24.3799991608	-7.4000000954
-5.925749779	19.066999435	-1.173499942	4.0000000000	24.7800006866	-7.0000000000
-5.927999973	19.068250656	-1.174499989	3.0000000000	24.4400005341	-7.3400001526
-5.925000191	19.068500519	-1.174999952	2.0000000000	24.5900001526	-7.1900000572
-5.927000046	19.070249557	-1.174749970	1.0000000000	24.3700008392	-7.4099998474
-5.926249981	19.070499420	-1.172250032	2.0000000000	24.8600006104	-6.9200000763
-5.925250053	19.070499420	-1.173499942	2.0000000000	24.5900001526	-7.1900000572
-5.923999786	19.069749832	-1.175250053	3.0000000000	24.8999996185	-6.8800001144
-5.923500061	19.070999146	-1.172999978	1.0000000000	24.2900009155	-7.4899997711
-5.923999786	19.071250916	-1.172250032	4.0000000000	24.7299995422	-7.0500001907
-5.926249981	19.066999435	-1.171499968	1.0000000000	20.8099994659	-6.6799998283
-5.926000118	19.070249557	-1.171749949	2.0000000000	24.6700000763	-7.1100001335
-5.926499844	19.068500519	-1.169749975	3.0000000000	24.5699996948	-7.2100000381
-5.925499916	19.069999695	-1.169749975	3.0000000000	24.9599990845	-6.8200001717
-5.925000191	19.071750641	-1.168249965	4.0000000000	24.6100006104	-7.1700000763
-5.923250198	19.070749283	-1.171000004	4.0000000000	24.7800006866	-7.0000000000
-5.923749924	19.071250916	-1.168499947	6.0000000000	24.8700008392	-6.9099998474
-5.936250210	19.052000046	-1.165249944	2.0000000000	23.7399997711	-8.0399999619
-5.937500000	19.054250717	-1.154500008	0.0000000000	16.4300003052	-7.0100002289
-5.934999943	19.042499542	-1.167000055	0.0000000000	24.0499992371	-7.7300000191
-5.932499886	19.043249130	-1.166499972	1.0000000000	19.8400001526	-7.6500000954
-5.934750080	19.042499542	-1.165500045	3.0000000000	24.0200004578	-7.7600002289
-5.934500217	19.044500351	-1.166249990	2.0000000000	23.7900009155	-7.9899997711
-5.934500217	19.045749664	-1.167000055	0.0000000000	23.9400005341	-7.8400001526
-5.934249878	19.045499802	-1.165249944	2.0000000000	23.7999992371	-7.9800000191
-5.933499813	19.042749405	-1.163750052	3.0000000000	23.8799991608	-7.9000000954
-5.933750153	19.043249130	-1.164000034	1.0000000000	23.2500000000	-8.5299997330
-5.933249950	19.043249130	-1.162250042	0.0000000000	23.7000007629	-8.0799999237
-5.934500217	19.041250229	-1.161999941	1.0000000000	23.7099990845	-8.0699996948
-5.934249878	19.040500641	-1.160249949	2.0000000000	23.3999996185	-8.3800001144
-5.933750153	19.043750763	-1.161499977	1.0000000000	23.3600006104	-8.4200000763
-5.933000088	19.042749405	-1.160750031	1.0000000000	23.5799999237	-8.1999998093
-5.934500217	19.047500610	-1.162999988	2.0000000000	23.2700004578	-8.5100002289
-5.933499813	19.045249939	-1.160249949	0.0000000000	16.7900009155	-6.9499998093
-5.932499886	19.046749115	-1.160500050	4.0000000000	23.4699993134	-8.3100004196
-5.931250095	19.047000885	-1.162500024	4.0000000000	15.9399995804	-10.1099996567
-5.932000160	19.048999786	-1.167250037	0.0000000000	16.2600002289	-7.1799998283
-5.935999870	19.052749634	-1.166249990	3.0000000000	23.5100002289	-8.2700004578
-5.935249805	19.055000305	-1.166499972	3.0000000000	23.1200008392	-8.6599998474
-5.935750008	19.052000046	-1.164749980	3.0000000000	23.2099990845	-8.5699996948
-5.935750008	19.055250168	-1.166000009	1.0000000000	23.6000003815	-8.1800003052
-5.934999943	19.054000854	-1.164250016	0.0000000000	23.8799991608	-7.9000000954
-5.934750080	19.055000305	-1.164999962	4.0000000000	23.1599998474	-8.6199998856
-5.932750225	19.055250168	-1.164749980	2.0000000000	23.6299991608	-8.1499996185
-5.934000015	19.048250198	-1.163499951	1.0000000000	23.7399997711	-8.0399999619
-5.933750153	19.048250198	-1.161249995	1.0000000000	23.3099994659	-8.4700002670
-5.935249805	19.050249100	-1.161499977	1.0000000000	23.3600006104	-8.4200000763
-5.933499813	19.051500320	-1.160249949	3.0000000000	23.6200008392	-8.1599998474
-5.933000088	19.051000595	-1.160249949	1.0000000000	23.5900001526	-8.1899995804
-5.931749821	19.048999786	-1.163249969	1.0000000000	20.8999996185	-6.5900001526
-5.934750080	19.052499771	-1.162999988	1.0000000000	23.5400009155	-8.2399997711
-5.934249878	19.052749634	-1.162250042	3.0000000000	23.6700000763	-8.1099996567
-5.934500217	19.055749893	-1.162999988	2.0000000000	23.7600002289	-8.0200004578
-5.934000015	19.052249908	-1.161749959	3.0000000000	23.9099998474	-7.8699998856
-5.932499886	19.054750443	-1.160249949	2.0000000000	23.3400001526	-8.4399995804
-5.931499958	19.053749084	-1.162750006	3.0000000000	23.6599998474	-8.1199998856
-5.932000160	19.054750443	-1.160249949	2.0000000000	23.5200004578	-8.2600002289
-5.935249805	19.041250229	-1.158249974	3.0000000000	23.5100002289	-8.2700004578
-5.932750225	19.041749954	-1.159749985	3.0000000000	23.4400005341	-8.3400001526
-5.933249950	19.043500900	-1.159999967	1.0000000000	21.0599994659	-6.4299998283
-5.935249805	19.040750504	-1.157999992	2.0000000000	23.2000007629	-8.5799999237
-5.934999943	19.040500641	-1.156250000	5.0000000000	23.3899993896	-8.3900003433
-5.934999943	19.041749954	-1.156499982	3.0000000000	23.7399997711	-8.0399999619
-5.930250168	19.043750763	-1.158750057	6.0000000000	16.3899993896	-7.0500001907
-5.934750080	19.044750214	-1.158249974	1.0000000000	23.1900005341	-8.5900001526
-5.934000015	19.047750473	-1.158249974	1.0000000000	23.8299999237	-7.9499998093
-5.934500217	19.045499802	-1.156499982	2.0000000000	23.3500003815	-8.4300003052
-5.934000015	19.044250488	-1.156749964	2.0000000000	23.1599998474	-8.6199998856
-5.934249878	19.041999817	-1.155249953	1.0000000000	23.9500007629	-7.8299999237
-5.935750008	19.041749954	-1.153749943	5.0000000000	23.5400009155	-8.2399997711
-5.934500217	19.041749954	-1.152999997	1.0000000000	24.0200004578	-7.7600002289
-5.934500217	19.043750763	-1.153749943	4.0000000000	16.9899997711	-10.5000000000
-5.932250023	19.042249680	-1.153499961	2.0000000000	23.1399993896	-8.6400003433
-5.933000088	19.042999268	-1.152500033	2.0000000000	22.7500000000	-9.0299997330
-5.929249763	19.041500092	-1.154250026	2.0000000000	15.7700004578	-7.6599998474
-5.935249805	19.047500610	-1.154749990	0.0000000000	23.2000007629	-8.5799999237
-5.934999943	19.045499802	-1.154000044	2.0000000000	23.0400009155	-8.7399997711
-5.934000015	19.048250198	-1.159250021	2.0000000000	23.6299991608	-8.1499996185
-5.933249950	19.050750732	-1.158249974	1.0000000000	23.6499996185	-8.1300001144
-5.934249878	19.048749924	-1.156499982	4.0000000000	23.7500000000	-8.0299997330
-5.934000015	19.048749924	-1.156749964	2.0000000000	23.1700000763	-8.6099996567
-5.933750153	19.051750183	-1.157250047	2.0000000000	24.0400009155	-7.7399997711
-5.929249763	19.048250198	-1.156999946	2.0000000000	20.2399997711	-7.2500000000
-5.933249950	19.054250717	-1.158249974	2.0000000000	23.2099990845	-8.5699996948
-5.934000015	19.052249908	-1.156499982	1.0000000000	24.2000007629	-7.5799999237
-5.932250023	19.055000305	-1.157750010	2.0000000000	23.9500007629	-7.8299999237
-5.934000015	19.048749924	-1.154250026	2.0000000000	23.0300006866	-8.7500000000
-5.934500217	19.051000595	-1.154749990	0.0000000000	23.9899997711	-7.7899999619
-5.932499886	19.051500320	-1.155500054	1.0000000000	24.3400001526	-7.4400000572
-5.934750080	19.050500870	-1.152750015	2.0000000000	23.0100002289	-8.7700004578
-5.929999828	19.048999786	-1.155249953	0.0000000000	14.9200000763	-11.1300001144
-5.934249878	19.052999496	-1.154749990	2.0000000000	23.8700008392	-7.9099998474
-5.933499813	19.052000046	-1.152999997	1.0000000000	23.8400001526	-7.9400000572
-5.934000015	19.052749634	-1.152750015	3.0000000000	23.9200000763	-7.8600001335
-5.931499958	19.053499222	-1.155750036	3.0000000000	24.3299999237	-7.4499998093
-5.931749821	19.055000305	-1.155500054	2.0000000000	23.9300003052	-7.8499999046
-5.931250095	19.052499771	-1.153499961	2.0000000000	24.3299999237	-7.4499998093
-5.931000233	19.052749634	-1.153499961	2.0000000000	24.4899997711	-7.2899999619
-5.929749966	19.054750443	-1.154000044	4.0000000000	23.8299999237	-7.9499998093
-5.929749966	19.055250168	-1.153499961	3.0000000000	23.9599990845	-7.8200001717
-5.927000046	19.055250168	-1.159749985	1.0000000000	20.1299991608	-7.3600001335
-5.927499771	19.049499512	-1.154999971	0.0000000000	13.1899995804	-7.5199999809
-5.934000015	19.057500839	-1.166749954	3.0000000000	23.5300006866	-8.2500000000
-5.934000015	19.056999207	-1.166499972	2.0000000000	23.2500000000	-8.5299997330
-5.933249950	19.058750153	-1.167000055	1.0000000000	15.5500001907	-8.1899995804
-5.932250023	19.059000015	-1.166749954	2.0000000000	23.7500000000	-8.0299997330
-5.933249950	19.056249619	-1.165249944	2.0000000000	23.3899993896	-8.3900003433
-5.932750225	19.059749603	-1.165249944	1.0000000000	23.5900001526	-8.1899995804
-5.928999901	19.056249619	-1.165249944	2.0000000000	19.3700008392	-8.1199998856
-5.932000160	19.058750153	-1.164499998	1.0000000000	23.4599990845	-8.3199996948
-5.933750153	19.061000824	-1.166499972	4.0000000000	23.8799991608	-7.9000000954
-5.932000160	19.061750412	-1.167999983	3.0000000000	23.8899993896	-7.8899998665
-5.931499958	19.061500549	-1.167000055	2.0000000000	24.5599994659	-7.2199997902
-5.929500103	19.062250137	-1.167750001	1.0000000000	20.0300006866	-7.4600000381
-5.930749893	19.060499191	-1.165750027	2.0000000000	23.5599994659	-8.2200002670
-5.931499958	19.061000824	-1.165500045	2.0000000000	23.4400005341	-8.3400001526
-5.929749966	19.063749313	-1.165750027	4.0000000000	23.7700004578	-8.0100002289
-5.932750225	19.056999207	-1.163249969	2.0000000000	23.7600002289	-8.0200004578
-5.933750153	19.055999756	-1.161499977	3.0000000000	23.6599998474	-8.1199998856
-5.932499886	19.058250427	-1.161749959	3.0000000000	23.7800006866	-8.0000000000
-5.931250095	19.059499741	-1.163499951	2.0000000000	23.2800006866	-8.5000000000
-5.931250095	19.056249619	-1.160500050	6.0000000000	23.8199996948	-7.9600000381
-5.931000233	19.056999207	-1.160249949	1.0000000000	24.0000000000	-7.7800002098
-5.932000160	19.058500290	-1.161999941	2.0000000000	23.8099994659	-7.9699997902
-5.932000160	19.062500000	-1.162750006	1.0000000000	23.2999992371	-8.4799995422
-5.930500031	19.059999466	-1.161499977	1.0000000000	23.8799991608	-7.9000000954
-5.931749821	19.061000824	-1.161749959	3.0000000000	23.5400009155	-8.2399997711
-5.931499958	19.060749054	-1.160249949	3.0000000000	24.0599994659	-7.7199997902
-5.928500175	19.061750412	-1.160750031	0.0000000000	19.7600002289	-7.7300000191
-5.927499771	19.058500290	-1.164499998	2.0000000000	12.9700002670	-7.3000001907
-5.931000233	19.065500259	-1.167750001	1.0000000000	23.8099994659	-7.9699997902
-5.930500031	19.064500809	-1.167000055	3.0000000000	23.6900005341	-8.0900001526
-5.929500103	19.066249847	-1.167250037	1.0000000000	23.3799991608	-8.3999996185
-5.928750038	19.066249847	-1.166249990	2.0000000000	24.1599998474	-7.6199998856
-5.930749893	19.064750671	-1.165750027	1.0000000000	23.2099990845	-8.5699996948
-5.929749966	19.067499161	-1.165750027	1.0000000000	23.4099998474	-8.3699998856
-5.928750038	19.069749832	-1.167000055	0.0000000000	24.4200000763	-7.3600001335
-5.928249836	19.069000244	-1.166249990	3.0000000000	24.3500003815	-7.4299998283
-5.932250023	19.067499161	-1.162500024	3.0000000000	23.4300003052	-8.3500003815
-5.932250023	19.065999985	-1.161749959	3.0000000000	23.2299995422	-8.5500001907
-5.932000160	19.064250946	-1.163249969	2.0000000000	22.8999996185	-8.8800001144
-5.931000233	19.066749573	-1.163499951	2.0000000000	23.2099990845	-8.5699996948
-5.931000233	19.065500259	-1.160500050	2.0000000000	23.8099994659	-7.9699997902
-5.930250168	19.066499710	-1.161999941	1.0000000000	23.2299995422	-8.5500001907
-5.932000160	19.065999985	-1.160249949	2.0000000000	23.4899997711	-8.2899999619
-5.930500031	19.067750931	-1.160500050	1.0000000000	23.6499996185	-8.1300001144
-5.929999828	19.068250656	-1.163750052	2.0000000000	23.8299999237	-7.9499998093
-5.929500103	19.068000793	-1.163750052	2.0000000000	23.5000000000	-8.2799997330
-5.928750038	19.068000793	-1.162500024	1.0000000000	23.6200008392	-8.1599998474
-5.929999828	19.068500519	-1.161000013	2.0000000000	22.9099998474	-8.8699998856
-5.928249836	19.071500778	-1.160750031	3.0000000000	23.5499992371	-8.2299995422
-5.927750111	19.067499161	-1.167750001	2.0000000000	24.8099994659	-6.9699997902
-5.927000046	19.066749573	-1.164749980	1.0000000000	20.6399993896	-6.8499999046
-5.926750183	19.070749283	-1.167750001	2.0000000000	24.7399997711	-7.0399999619
-5.926249981	19.071250916	-1.167000055	2.0000000000	25.2199993134	-6.5599999428
-5.927000046	19.071250916	-1.166499972	1.0000000000	24.7600002289	-7.0199999809
-5.927999973	19.068500519	-1.164999962	0.0000000000	24.1900005341	-7.5900001526
-5.927999973	19.070499420	-1.163750052	1.0000000000	15.9200000763	-7.5199999809
-5.926499844	19.071500778	-1.162750006	2.0000000000	24.7199993134	-7.0599999428
-5.927999973	19.068000793	-1.160750031	2.0000000000	23.8400001526	-7.9400000572
-5.923999786	19.071750641	-1.163499951	4.0000000000	25.2900009155	-6.4899997711
-5.933249950	19.058000565	-1.158249974	4.0000000000	23.4699993134	-8.3100004196
-5.934000015	19.056749344	-1.156250000	0.0000000000	23.3400001526	-8.4399995804
-5.934249878	19.058250427	-1.157250047	3.0000000000	16.0200004578	-7.7199997902
-5.932499886	19.058500290	-1.156499982	2.0000000000	23.0599994659	-8.7200002670
-5.931250095	19.059499741	-1.158750057	3.0000000000	23.9599990845	-7.8200001717
-5.928500175	19.058750153	-1.158499956	1.0000000000	16.2099990845	-7.2300000191
-5.931000233	19.057249069	-1.157999992	4.0000000000	23.9400005341	-7.8400001526
-5.930749893	19.060249329	-1.159000039	1.0000000000	24.3899993896	-7.3899998665
-5.931250095	19.060499191	-1.156749964	2.0000000000	23.6100006104	-8.1700000763
-5.931499958	19.061250687	-1.156250000	4.0000000000	23.7999992371	-7.9800000191
-5.930500031	19.062999725	-1.156999946	4.0000000000	23.3600006104	-8.4200000763
-5.930250168	19.056249619	-1.156000018	3.0000000000	23.6900005341	-8.0900001526
-5.931000233	19.057249069	-1.155500054	2.0000000000	23.3899993896	-8.3900003433
-5.929999828	19.056249619	-1.152500033	1.0000000000	17.1399993896	-10.3500003815
-5.930250168	19.059749603	-1.153499961	2.0000000000	23.7600002289	-8.0200004578
-5.932750225	19.063749313	-1.154749990	1.0000000000	23.6299991608	-8.1499996185
-5.931499958	19.062749863	-1.154250026	3.0000000000	17.6800003052	-9.8100004196
-5.931250095	19.061250687	-1.153749943	1.0000000000	23.0799999237	-8.6999998093
-5.927999973	19.063249588	-1.155249953	2.0000000000	16.5799999237	-6.8600001335
-5.932499886	19.065250397	-1.157999992	3.0000000000	23.5300006866	-8.2500000000
-5.930500031	19.065000534	-1.158249974	0.0000000000	24.1599998474	-7.6199998856
-5.928750038	19.066499710	-1.156999946	1.0000000000	23.7099990845	-8.0699996948
-5.933249950	19.070499420	-1.157750010	1.0000000000	23.5300006866	-8.2500000000
-5.930500031	19.069250107	-1.158750057	0.0000000000	23.7600002289	-8.0200004578
-5.930500031	19.070249557	-1.158499956	2.0000000000	23.3299999237	-8.4499998093
-5.929500103	19.070999146	-1.159749985	0.0000000000	23.7900009155	-7.9899997711
-5.928500175	19.071250916	-1.158750057	2.0000000000	23.4200000763	-8.3599996567
-5.931250095	19.068250656	-1.156499982	3.0000000000	23.4300003052	-8.3500003815
-5.930250168	19.071250916	-1.156749964	1.0000000000	23.5699996948	-8.2100000381
-5.930749893	19.065750122	-1.156000018	2.0000000000	23.8099994659	-7.9699997902
-5.931000233	19.065500259	-1.155249953	3.0000000000	23.6000003815	-8.1800003052
-5.929500103	19.067750931	-1.154250026	3.0000000000	23.5100002289	-8.2700004578
-5.930749893	19.065750122	-1.153749943	2.0000000000	23.1100006104	-8.6700000763
-5.931250095	19.065000534	-1.152999997	1.0000000000	23.1499996185	-8.6300001144
-5.928249836	19.065750122	-1.152500033	3.0000000000	23.5100002289	-8.2700004578
-5.929999828	19.066749573	-1.153249979	1.0000000000	23.1900005341	-8.5900001526
-5.930749893	19.069000244	-1.154999971	0.0000000000	23.6499996185	-8.1300001144
-5.929249763	19.071250916	-1.155500054	1.0000000000	23.9500007629	-7.8299999237
-5.929249763	19.070999146	-1.154999971	1.0000000000	23.9300003052	-7.8499999046
-5.928999901	19.070249557	-1.152750015	2.0000000000	24.0900001526	-7.6900000572
-5.925250053	19.065999985	-1.159250021	2.0000000000	20.4400005341	-7.0500001907
-5.926249981	19.071500778	-1.157750010	2.0000000000	24.1900005341	-7.5900001526
-5.926499844	19.070749283	-1.156250000	2.0000000000	24.2800006866	-7.5000000000
-5.927750111	19.067249298	-1.154000044	1.0000000000	23.7000007629	-8.0799999237
-5.926249981	19.066249847	-1.152500033	2.0000000000	16.0200004578	-11.4700002670
-5.926750183	19.071750641	-1.155249953	1.0000000000	24.3899993896	-7.3899998665
-5.927249908	19.071250916	-1.153749943	2.0000000000	24.0900001526	-7.6900000572
-5.922749996	19.069499969	-1.152750015	3.0000000000	14.1300001144	-9.3100004196
-5.919750214	19.067499161	-1.166499972	4.0000000000	13.4300003052	-7.2800002098
-5.925499916	19.072500229	-1.215999961	1.0000000000	24.3799991608	-7.4000000954
-5.925000191	19.072000504	-1.215250015	2.0000000000	24.4699993134	-7.3099999428
-5.925000191	19.072250366	-1.214249969	1.0000000000	24.2199993134	-7.5599999428
-5.924499989	19.075750351	-1.214249969	1.0000000000	24.1700000763	-7.6100001335
-5.923749924	19.073749542	-1.215000033	4.0000000000	25.0599994659	-6.7199997902
-5.920750141	19.073749542	-1.214249969	1.0000000000	18.2500000000	-5.1799998283
-5.921500206	19.075000763	-1.215749979	4.0000000000	25.1900005341	-6.5900001526
-5.920499802	19.074249268	-1.214499950	1.0000000000	20.7399997711	-6.7500000000
-5.921999931	19.075500488	-1.215000033	3.0000000000	25.0400009155	-6.7399997711
-5.922999859	19.072000504	-1.213250041	0.0000000000	24.0699996948	-7.7100000381
-5.923749924	19.073249817	-1.213250041	1.0000000000	24.0699996948	-7.7100000381
-5.921750069	19.075500488	-1.213000059	2.0000000000	24.3400001526	-7.4400000572
-5.920249939	19.076999664	-1.215999961	6.0000000000	25.1599998474	-6.6199998856
-5.922249794	19.079750061	-1.214750051	2.0000000000	24.7299995422	-7.0500001907
-5.922500134	19.076000214	-1.213250041	3.0000000000	24.9799995422	-6.8000001907
-5.920750141	19.077749252	-1.213500023	2.0000000000	24.9500007629	-6.8299999237
-5.921750069	19.079000473	-1.213500023	3.0000000000	25.0100002289	-6.7699999809
-5.927000046	19.072500229	-1.208750010	1.0000000000	23.9799995422	-7.8000001907
-5.925250053	19.073499680	-1.209249973	1.0000000000	24.2399997711	-7.5399999619
-5.923500061	19.072000504	-1.211249948	2.0000000000	24.3299999237	-7.4499998093
-5.922999859	19.072500229	-1.210999966	1.0000000000	23.9599990845	-7.8200001717
-5.921999931	19.075500488	-1.210500002	2.0000000000	24.4799995422	-7.3000001907
-5.923250198	19.075250626	-1.209499955	1.0000000000	24.5300006866	-7.2500000000
-5.921249866	19.074249268	-1.208500028	4.0000000000	25.3400001526	-6.4400000572
-5.921750069	19.074750900	-1.208500028	3.0000000000	24.4699993134	-7.3099999428
-5.920499802	19.073999405	-1.208250046	0.0000000000	21.6499996185	-5.8400001526
-5.923999786	19.076499939	-1.210749984	2.0000000000	24.5599994659	-7.2199997902
-5.923500061	19.077749252	-1.210500002	5.0000000000	16.0000000000	-7.7399997711
-5.921750069	19.076999664	-1.211500049	1.0000000000	24.7000007629	-7.0799999237
-5.921000004	19.078500748	-1.210999966	1.0000000000	25.3099994659	-6.4699997902
-5.922249794	19.076999664	-1.209750056	1.0000000000	24.4200000763	-7.3600001335
-5.920499802	19.076499939	-1.208250046	4.0000000000	14.1499996185	-6.1199998856
-5.921249866	19.077499390	-1.208500028	2.0000000000	24.9500007629	-6.8299999237
-5.920249939	19.077249527	-1.208750010	4.0000000000	26.5200004578	-5.2600002289
-5.922749996	19.081249237	-1.215999961	2.0000000000	24.4699993134	-7.3099999428
-5.920499802	19.081249237	-1.215250015	1.0000000000	24.7500000000	-7.0300002098
-5.920499802	19.081249237	-1.212749958	4.0000000000	25.1599998474	-6.6199998856
-5.921999931	19.083250046	-1.213250041	2.0000000000	24.5799999237	-7.1999998093
-5.920499802	19.084749222	-1.213750005	2.0000000000	24.8600006104	-6.9200000763
-5.921249866	19.079999924	-1.211500049	1.0000000000	24.6299991608	-7.1500000954
-5.920249939	19.086000443	-1.210000038	3.0000000000	24.5900001526	-7.1900000572
-5.928249836	19.072500229	-1.206750035	3.0000000000	23.9400005341	-7.8400001526
-5.930500031	19.072250366	-1.204499960	0.0000000000	23.9300003052	-7.8499999046
-5.926000118	19.072500229	-1.207499981	0.0000000000	24.2999992371	-7.4800000191
-5.925749779	19.072000504	-1.204249978	1.0000000000	24.3700008392	-7.4099998474
-5.923500061	19.073249817	-1.207999945	0.0000000000	24.4200000763	-7.3600001335
-5.923250198	19.073749542	-1.206249952	4.0000000000	24.3799991608	-7.4000000954
-5.921000004	19.074249268	-1.206249952	1.0000000000	25.9300003052	-5.8499999046
-5.921750069	19.075750351	-1.206500053	4.0000000000	25.0599994659	-6.7199997902
-5.923500061	19.072500229	-1.204749942	1.0000000000	24.8099994659	-6.9699997902
-5.923999786	19.073999405	-1.205500007	3.0000000000	24.9799995422	-6.8000001907
-5.921999931	19.074249268	-1.205000043	3.0000000000	24.7399997711	-7.0399999619
-5.921999931	19.079500198	-1.206500053	2.0000000000	26.5499992371	-5.2300000191
-5.921500206	19.077749252	-1.205000043	5.0000000000	26.2299995422	-5.5500001907
-5.926499844	19.073249817	-1.202250004	1.0000000000	24.6399993896	-7.1399998665
-5.925250053	19.072750092	-1.203250051	1.0000000000	24.5100002289	-7.2699999809
-5.926499844	19.075000763	-1.203500032	2.0000000000	16.7800006866	-6.6599998474
-5.924250126	19.074499130	-1.202749968	1.0000000000	24.9300003052	-6.8499999046
-5.925000191	19.072750092	-1.200749993	4.0000000000	24.4099998474	-7.3699998856
-5.925749779	19.073749542	-1.200749993	1.0000000000	24.2000007629	-7.5799999237
-5.923749924	19.073749542	-1.203500032	0.0000000000	24.8199996948	-6.9600000381
-5.923749924	19.074750900	-1.200749993	2.0000000000	24.7399997711	-7.0399999619
-5.924250126	19.078750610	-1.202499986	1.0000000000	24.8799991608	-6.9000000954
-5.925000191	19.076250076	-1.200500011	0.0000000000	24.5699996948	-7.2100000381
-5.921999931	19.076000214	-1.203750014	3.0000000000	25.3899993896	-6.3899998665
-5.921500206	19.078750610	-1.203250051	2.0000000000	26.3400001526	-5.4400000572
-5.920499802	19.076999664	-1.200500011	3.0000000000	16.7399997711	-6.6900000572
-5.923500061	19.078250885	-1.200749993	5.0000000000	24.8199996948	-6.9600000381
-5.921249866	19.078750610	-1.201249957	3.0000000000	25.7399997711	-6.0399999619
-5.921750069	19.079500198	-1.200999975	2.0000000000	24.8299999237	-6.9499998093
-5.921500206	19.083000183	-1.203999996	2.0000000000	17.1000003815	-6.3299999237
-5.928249836	19.074249268	-1.197999954	4.0000000000	14.3900003433	-9.3500003815
-5.928249836	19.072250366	-1.194499969	2.0000000000	24.1599998474	-7.6199998856
-5.925250053	19.072999954	-1.198500037	2.0000000000	24.5499992371	-7.2300000191
-5.924749851	19.073249817	-1.199000001	2.0000000000	24.4300003052	-7.3499999046
-5.924250126	19.074499130	-1.198500037	1.0000000000	24.7199993134	-7.0599999428
-5.925499916	19.074499130	-1.197250009	1.0000000000	24.3899993896	-7.3899998665
-5.923500061	19.075250626	-1.197749972	2.0000000000	24.5499992371	-7.2300000191
-5.924250126	19.076499939	-1.198750019	1.0000000000	24.7199993134	-7.0599999428
-5.924250126	19.079500198	-1.197749972	1.0000000000	24.1900005341	-7.5900001526
-5.923749924	19.079750061	-1.197749972	3.0000000000	23.8400001526	-7.9400000572
-5.925749779	19.072500229	-1.195250034	4.0000000000	23.7999992371	-7.9800000191
-5.924499989	19.075000763	-1.195749998	2.0000000000	24.2900009155	-7.4899997711
-5.924499989	19.075000763	-1.195500016	5.0000000000	24.0400009155	-7.7399997711
-5.925250053	19.072999954	-1.194000006	4.0000000000	23.9599990845	-7.8200001717
-5.925000191	19.072999954	-1.193750024	5.0000000000	23.5599994659	-8.2200002670
-5.924749851	19.072250366	-1.192499995	3.0000000000	23.5000000000	-8.2799997330
-5.924499989	19.075750351	-1.193249941	2.0000000000	23.8199996948	-7.9600000381
-5.924499989	19.075500488	-1.192250013	3.0000000000	23.6000003815	-8.1800003052
-5.921999931	19.073999405	-1.195250034	2.0000000000	20.8099994659	-6.6799998283
